Datetime,Open,High,Low,Close,Volume
2023-09-25 03:00:00+01:00,4.930300235748291,4.930300235748291,4.930300235748291,4.930300235748291,0
2023-09-25 04:00:00+01:00,4.934199810028076,4.934199810028076,4.930300235748291,4.930300235748291,0
2023-09-25 05:00:00+01:00,4.934199810028076,4.934199810028076,4.934199810028076,4.934199810028076,0
2023-09-25 12:00:00+01:00,4.931600093841553,4.936200141906738,4.931600093841553,4.935999870300293,0
2023-09-25 13:00:00+01:00,4.936999797821045,4.954500198364258,4.934500217437744,4.953000068664551,0
2023-09-25 14:00:00+01:00,4.953499794006348,4.968900203704834,4.94350004196167,4.957699775695801,0
2023-09-25 15:00:00+01:00,4.958600044250488,4.965199947357178,4.949999809265137,4.963500022888184,0
2023-09-25 16:00:00+01:00,4.964200019836426,4.967199802398682,4.956999778747559,4.962900161743164,0
2023-09-25 17:00:00+01:00,4.963699817657471,4.974999904632568,4.962299823760986,4.9730000495910645,0
2023-09-25 18:00:00+01:00,4.973400115966797,4.973499774932861,4.959400177001953,4.961999893188477,0
2023-09-25 19:00:00+01:00,4.9629998207092285,4.9730000495910645,4.960000038146973,4.9710001945495605,0
2023-09-25 20:00:00+01:00,4.971399784088135,4.9730000495910645,4.964399814605713,4.966000080108643,0
2023-09-25 21:00:00+01:00,4.96589994430542,4.970900058746338,4.961100101470947,4.968400001525879,0
2023-09-25 22:00:00+01:00,4.966899871826172,4.96999979019165,4.966899871826172,4.96999979019165,0
2023-09-25 23:00:00+01:00,4.96999979019165,4.96999979019165,4.96999979019165,4.96999979019165,0
2023-09-26 00:00:00+01:00,4.96999979019165,4.96999979019165,4.96999979019165,4.96999979019165,0
2023-09-26 02:00:00+01:00,4.96999979019165,4.96999979019165,4.96999979019165,4.96999979019165,0
2023-09-26 03:00:00+01:00,4.96999979019165,4.96999979019165,4.96999979019165,4.96999979019165,0
2023-09-26 04:00:00+01:00,4.96999979019165,4.96999979019165,4.96999979019165,4.96999979019165,0
2023-09-26 11:00:00+01:00,4.96999979019165,4.96999979019165,4.96999979019165,4.96999979019165,0
2023-09-26 12:00:00+01:00,4.97130012512207,4.97130012512207,4.967899799346924,4.968299865722656,0
2023-09-26 13:00:00+01:00,4.979000091552734,4.982500076293945,4.951499938964844,4.954500198364258,0
2023-09-26 14:00:00+01:00,4.956999778747559,4.976600170135498,4.956500053405762,4.966599941253662,0
2023-09-26 15:00:00+01:00,4.96560001373291,4.9695000648498535,4.958000183105469,4.961900234222412,0
2023-09-26 16:00:00+01:00,4.963799953460693,4.985300064086914,4.961400032043457,4.98390007019043,0
2023-09-26 17:00:00+01:00,4.982999801635742,4.986000061035156,4.978700160980225,4.981400012969971,0
2023-09-26 18:00:00+01:00,4.981299877166748,4.987100124359131,4.972899913787842,4.974999904632568,0
2023-09-26 19:00:00+01:00,4.973999977111816,4.988100051879883,4.973400115966797,4.986299991607666,0
2023-09-26 20:00:00+01:00,4.985000133514404,4.993100166320801,4.980000019073486,4.986999988555908,0
2023-09-26 21:00:00+01:00,4.98769998550415,4.993299961090088,4.981900215148926,4.990300178527832,0
2023-09-26 22:00:00+01:00,4.990799903869629,4.990799903869629,4.986800193786621,4.986800193786621,0
2023-09-26 23:00:00+01:00,4.986800193786621,4.986800193786621,4.986800193786621,4.986800193786621,0
2023-09-27 00:00:00+01:00,4.986800193786621,4.986800193786621,4.986800193786621,4.986800193786621,0
2023-09-27 01:00:00+01:00,4.986800193786621,4.986800193786621,4.986800193786621,4.986800193786621,0
2023-09-27 02:00:00+01:00,4.986800193786621,4.986800193786621,4.986800193786621,4.986800193786621,0
2023-09-27 03:00:00+01:00,4.986800193786621,4.986800193786621,4.986800193786621,4.986800193786621,0
2023-09-27 04:00:00+01:00,4.986800193786621,4.986800193786621,4.986800193786621,4.986800193786621,0
2023-09-27 12:00:00+01:00,4.98769998550415,4.98799991607666,4.985199928283691,4.98799991607666,0
2023-09-27 13:00:00+01:00,4.986999988555908,5.017300128936768,4.986499786376953,5.007500171661377,0
2023-09-27 14:00:00+01:00,5.007299900054932,5.020599842071533,4.9959001541137695,5.020100116729736,0
2023-09-27 15:00:00+01:00,5.019899845123291,5.029300212860107,5.015999794006348,5.029300212860107,0
2023-09-27 16:00:00+01:00,5.0295000076293945,5.0569000244140625,5.026500225067139,5.0553998947143555,0
2023-09-27 17:00:00+01:00,5.0569000244140625,5.0578999519348145,5.046000003814697,5.053100109100342,0
2023-09-27 18:00:00+01:00,5.05049991607666,5.078800201416016,5.047500133514404,5.071499824523926,0
2023-09-27 19:00:00+01:00,5.071199893951416,5.073800086975098,5.044000148773193,5.056600093841553,0
2023-09-27 20:00:00+01:00,5.050099849700928,5.053599834442139,5.044600009918213,5.046599864959717,0
2023-09-27 21:00:00+01:00,5.045400142669678,5.051599979400635,5.041999816894531,5.0432000160217285,0
2023-09-27 22:00:00+01:00,5.042500019073486,5.043099880218506,5.042500019073486,5.043099880218506,0
2023-09-27 23:00:00+01:00,5.043700218200684,5.043700218200684,5.043700218200684,5.043700218200684,0
2023-09-28 02:00:00+01:00,5.05679988861084,5.05679988861084,5.05679988861084,5.05679988861084,0
2023-09-28 03:00:00+01:00,5.05679988861084,5.05679988861084,5.043700218200684,5.043700218200684,0
2023-09-28 04:00:00+01:00,5.043700218200684,5.043700218200684,5.043700218200684,5.043700218200684,0
2023-09-28 11:00:00+01:00,5.055300235748291,5.055300235748291,5.055300235748291,5.055300235748291,0
2023-09-28 12:00:00+01:00,5.046899795532227,5.046899795532227,5.046899795532227,5.046899795532227,0
2023-09-28 13:00:00+01:00,5.046199798583984,5.060400009155273,5.013599872589111,5.056399822235107,0
2023-09-28 14:00:00+01:00,5.0569000244140625,5.068900108337402,5.04580020904541,5.05810022354126,0
2023-09-28 15:00:00+01:00,5.058599948883057,5.061100006103516,5.044600009918213,5.046199798583984,0
2023-09-28 16:00:00+01:00,5.0447998046875,5.053999900817871,5.0304999351501465,5.034900188446045,0
2023-09-28 17:00:00+01:00,5.036200046539307,5.051199913024902,5.03410005569458,5.048099994659424,0
2023-09-28 18:00:00+01:00,5.048999786376953,5.051199913024902,5.037499904632568,5.046199798583984,0
2023-09-28 19:00:00+01:00,5.046500205993652,5.052000045776367,5.040999889373779,5.049799919128418,0
2023-09-28 20:00:00+01:00,5.049499988555908,5.050899982452393,5.034299850463867,5.037799835205078,0
2023-09-28 21:00:00+01:00,5.037499904632568,5.04010009765625,5.028500080108643,5.032299995422363,0
2023-09-28 23:00:00+01:00,5.032299995422363,5.032299995422363,5.032299995422363,5.032299995422363,0
2023-09-29 02:00:00+01:00,5.032299995422363,5.032299995422363,5.032299995422363,5.032299995422363,0
2023-09-29 04:00:00+01:00,5.032299995422363,5.032299995422363,5.032299995422363,5.032299995422363,0
2023-09-29 07:00:00+01:00,5.0329999923706055,5.0329999923706055,5.0329999923706055,5.0329999923706055,0
2023-09-29 09:00:00+01:00,5.032899856567383,5.032899856567383,5.032899856567383,5.032899856567383,0
2023-09-29 11:00:00+01:00,5.05620002746582,5.05620002746582,5.050099849700928,5.050099849700928,0
2023-09-29 12:00:00+01:00,5.03249979019165,5.05019998550415,5.03249979019165,5.04010009765625,0
2023-09-29 13:00:00+01:00,5.0183000564575195,5.0183000564575195,4.990499973297119,4.997600078582764,0
2023-09-29 14:00:00+01:00,4.996699810028076,5.019199848175049,4.995999813079834,5.0081000328063965,0
2023-09-29 15:00:00+01:00,5.007299900054932,5.028800010681152,5.0,5.0055999755859375,0
2023-09-29 16:00:00+01:00,5.005799770355225,5.010900020599365,4.987199783325195,4.998799800872803,0
2023-09-29 17:00:00+01:00,5.00629997253418,5.0142998695373535,5.001999855041504,5.009399890899658,0
2023-09-29 18:00:00+01:00,5.008800029754639,5.020199775695801,5.006800174713135,5.016300201416016,0
2023-09-29 19:00:00+01:00,5.0157999992370605,5.035299777984619,5.007299900054932,5.023799896240234,0
2023-09-29 20:00:00+01:00,5.0233001708984375,5.029300212860107,5.0208001136779785,5.026299953460693,0
2023-09-29 21:00:00+01:00,5.025199890136719,5.034800052642822,5.022500038146973,5.033299922943115,0
2023-09-29 22:00:00+01:00,5.032599925994873,5.03380012512207,5.028299808502197,5.03380012512207,0
2023-09-29 23:00:00+01:00,5.0320000648498535,5.0320000648498535,5.0320000648498535,5.0320000648498535,0
2023-10-02 01:00:00+01:00,5.0320000648498535,5.0320000648498535,5.0320000648498535,5.0320000648498535,0
2023-10-02 03:00:00+01:00,5.0320000648498535,5.0320000648498535,5.0320000648498535,5.0320000648498535,0
2023-10-02 04:00:00+01:00,5.0320000648498535,5.0320000648498535,5.0320000648498535,5.0320000648498535,0
2023-10-02 11:00:00+01:00,5.030399799346924,5.030399799346924,5.030399799346924,5.030399799346924,0
2023-10-02 12:00:00+01:00,5.031599998474121,5.031599998474121,5.031499862670898,5.031499862670898,0
2023-10-02 13:00:00+01:00,5.064300060272217,5.06820011138916,5.035699844360352,5.051199913024902,0
2023-10-02 14:00:00+01:00,5.051700115203857,5.066699981689453,5.049300193786621,5.064199924468994,0
2023-10-02 15:00:00+01:00,5.064000129699707,5.073500156402588,5.052299976348877,5.072199821472168,0
2023-10-02 16:00:00+01:00,5.071700096130371,5.077000141143799,5.056300163269043,5.076300144195557,0
2023-10-02 17:00:00+01:00,5.0767998695373535,5.079800128936768,5.0696001052856445,5.072299957275391,0
2023-10-02 18:00:00+01:00,5.072000026702881,5.072299957275391,5.059299945831299,5.069699764251709,0
2023-10-02 19:00:00+01:00,5.070199966430664,5.077000141143799,5.064799785614014,5.075500011444092,0
2023-10-02 20:00:00+01:00,5.075300216674805,5.076499938964844,5.064000129699707,5.065999984741211,0
2023-10-02 21:00:00+01:00,5.067399978637695,5.06790018081665,5.053999900817871,5.06279993057251,0
2023-10-02 22:00:00+01:00,5.062699794769287,5.075399875640869,5.062699794769287,5.073800086975098,0
2023-10-02 23:00:00+01:00,5.073800086975098,5.073800086975098,5.063199996948242,5.063199996948242,0
2023-10-03 02:00:00+01:00,5.063199996948242,5.063199996948242,5.063199996948242,5.063199996948242,0
2023-10-03 03:00:00+01:00,5.060999870300293,5.060999870300293,5.060999870300293,5.060999870300293,0
2023-10-03 04:00:00+01:00,5.060999870300293,5.060999870300293,5.060999870300293,5.060999870300293,0
2023-10-03 11:00:00+01:00,5.073699951171875,5.073800086975098,5.073699951171875,5.073800086975098,0
2023-10-03 13:00:00+01:00,5.090799808502197,5.091100215911865,5.075500011444092,5.088399887084961,0
